Day,Date,Phase(s),Lessons Covered,Est. Study Time (hrs),Resources (links),Daily Task,Assignment,Cumulative Project,Project Application Task,Milestone
78,2026-10-04,P16: Multi-Agent & Swarms,"21 Agent Economies, Token Incentives, Reputation; 22 Production Scaling — Queues, Checkpoints, Durability; 23 Failure Modes — MAST, Groupthink, Monoculture, Cascading; 24 Evaluation and Coordination Benchmarks",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/16-multi-agent-and-swarms/21-agent-economies/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/16-multi-agent-and-swarms/22-production-scaling-queues-checkpoints/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/16-multi-agent-and-swarms/23-failure-modes-mast-groupthink/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/16-multi-agent-and-swarms/24-evaluation-coordination-benchmarks/,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Multi-Agent Ops,Prototype a multi-agent pattern for CartQ (e.g. vendor-agent + customer-agent + dispatcher) using today's multi-agent concept.,"PHASE 16 COMPLETE — checkpoint: review notes, run a small self-test/quiz, and push a phase-summary commit."
79,2026-10-05,P16: Multi-Agent & Swarms | P17: Infrastructure & Production,"25 Case Studies and 2026 State of the Art; 01 Managed LLM Platforms — Bedrock, Azure OpenAI, Vertex AI; 02 Inference Platform Economics — Fireworks, Together, Baseten, Modal; 03 GPU Autoscaling on Kubernetes — Karpenter, KAI Scheduler; 04 vLLM Serving Internals — PagedAttention, Continuous Batching, Chunked Prefill",6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/16-multi-agent-and-swarms/25-case-studies-2026-sota/,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Production Deployment,"Apply today's infra concept to deploying/monitoring CartQ or the Bengali agent in a production-like setup (observability, load testing, cost tracking).",
80,2026-10-06,P17: Infrastructure & Production,"05 EAGLE-3 Speculative Decoding in Production; 06 SGLang and RadixAttention for Prefix-Heavy Workloads; 07 TensorRT-LLM on Blackwell with FP8 and NVFP4; 08 Inference Metrics — TTFT, TPOT, ITL, Goodput, P99; 09 Production Quantization — AWQ, GPTQ, GGUF, FP8, NVFP4",5.5,https://aiengineeringfromscratch.com/catalog.html,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Production Deployment,"Apply today's infra concept to deploying/monitoring CartQ or the Bengali agent in a production-like setup (observability, load testing, cost tracking).",
81,2026-10-07,P17: Infrastructure & Production,"10 Cold Start Mitigation for Serverless LLMs; 11 Multi-Region LLM Serving and KV Cache Locality; 12 Edge Inference — ANE, Hexagon, WebGPU, Jetson; 13 LLM Observability Stack Selection; 14 Prompt Caching and Semantic Caching Economics",5,https://aiengineeringfromscratch.com/catalog.html,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Production Deployment,"Apply today's infra concept to deploying/monitoring CartQ or the Bengali agent in a production-like setup (observability, load testing, cost tracking).",
82,2026-10-08,P17: Infrastructure & Production,"15 Batch APIs — the 50% Discount as Industry Standard; 16 Model Routing as a Cost-Reduction Primitive; 17 Disaggregated Prefill/Decode — NVIDIA Dynamo and llm-d; 18 vLLM Production Stack with LMCache KV Offloading; 19 AI Gateways — LiteLLM, Portkey, Kong, Bifrost",5,https://aiengineeringfromscratch.com/catalog.html,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Production Deployment,"Apply today's infra concept to deploying/monitoring CartQ or the Bengali agent in a production-like setup (observability, load testing, cost tracking).",
83,2026-10-10,P17: Infrastructure & Production,"20 Shadow, Canary, and Progressive Deployment; 21 A/B Testing LLM Features — GrowthBook and Statsig; 22 Load Testing LLM APIs — k6, LLMPerf, GenAI-Perf; 23 SRE for AI — Multi-Agent Incident Response; 24 Chaos Engineering for LLM Production",5.25,https://aiengineeringfromscratch.com/catalog.html,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ Production Deployment,"Apply today's infra concept to deploying/monitoring CartQ or the Bengali agent in a production-like setup (observability, load testing, cost tracking).","PHASE 17 COMPLETE — checkpoint: review notes, run a small self-test/quiz, and push a phase-summary commit."
84,2026-10-11,"P17: Infrastructure & Production | P18: Ethics, Safety & Alignment","25 Security — Secrets, PII Scrubbing, Audit Logs; 26 Compliance — SOC 2, HIPAA, GDPR, EU AI Act, ISO 42001; 27 FinOps for LLMs — Unit Economics and Multi-Tenant Attribution; 28 Self-Hosted Serving Selection — llama.cpp, Ollama, TGI, vLLM, SGLang; 01 Instruction-Following as Alignment Signal; 02 Reward Hacking & Goodhart's Law",5.5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/01-instruction-following-alignment-signal | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/02-reward-hacking-goodhart,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Safety Eval,Add an eval-harness or red-team test case for the Bengali AI agent using today's ethics/safety/alignment concept.,
85,2026-10-12,"P18: Ethics, Safety & Alignment",03 Direct Preference Optimization Family; 04 Sycophancy as RLHF Amplification; 05 Constitutional AI & RLAIF; 06 Mesa-Optimization & Deceptive Alignment; 07 Sleeper Agents — Persistent Deception,5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/03-direct-preference-optimization-family | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/04-sycophancy-rlhf-amplification | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/05-constitutional-ai-rlaif | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/06-mesa-optimization-deceptive-alignment | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/07-sleeper-agents-persistent-deception,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Safety Eval,Add an eval-harness or red-team test case for the Bengali AI agent using today's ethics/safety/alignment concept.,
86,2026-10-13,"P18: Ethics, Safety & Alignment",08 In-Context Scheming in Frontier Models; 09 Alignment Faking; 10 AI Control — Safety Despite Subversion; 11 Scalable Oversight & Weak-to-Strong Generalization; 12 Red-Teaming — PAIR & Automated Attacks,5.5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/08-in-context-scheming-frontier-models | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/09-alignment-faking | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/10-ai-control-subversion | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/11-scalable-oversight-weak-to-strong | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/12-red-teaming-pair-automated-attacks,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Safety Eval,Add an eval-harness or red-team test case for the Bengali AI agent using today's ethics/safety/alignment concept.,
87,2026-10-14,"P18: Ethics, Safety & Alignment","13 Many-Shot Jailbreaking; 14 ASCII Art & Visual Jailbreaks; 15 Indirect Prompt Injection; 16 Red-Team Tooling — Garak, Llama Guard, PyRIT; 17 WMDP & Dual-Use Capability Evaluation",5.25,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/13-many-shot-jailbreaking | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/14-ascii-art-visual-jailbreaks | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/15-indirect-prompt-injection | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/16-red-team-tooling-garak-llamaguard-pyrit | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/17-wmdp-dual-use-evaluation,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Safety Eval,Add an eval-harness or red-team test case for the Bengali AI agent using today's ethics/safety/alignment concept.,
88,2026-10-15,"P18: Ethics, Safety & Alignment","18 Frontier Safety Frameworks — RSP, PF, FSF; 19 Model Welfare Research; 20 Bias & Representational Harm; 21 Fairness Criteria — Group, Individual, Counterfactual; 22 Differential Privacy for LLMs",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/18-frontier-safety-frameworks-rsp-pf-fsf | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/19-model-welfare-research | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/20-bias-representational-harm | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/21-fairness-criteria-group-individual-counterfactual | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/18-ethics-safety-alignment/22-differential-privacy-for-llms,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Safety Eval,Add an eval-harness or red-team test case for the Bengali AI agent using today's ethics/safety/alignment concept.,
